// Cout total de la solution
3068

// Description de la solution
// Cycles
137	270	
138	239	
172	187	
275	303	
180	222	
121	325	
243	269	
100	254	
301	324	
88	179	
148	176	
160	177	
135	287	
242	300	
149	290	
175	281	
108	216	
202	245	
168	310	
220	294	
136	181	
103	247	
105	120	
304	319	
119	204	
150	248	
199	228	
110	292	


// Chaines
